Symbol,Security Name,MIC Type,Instrument Class,Market Tier,Financial Status,Round Lot Size
IBTK,iShares iBonds Dec 2030 Term Treasury ETF,etf,ETF,Nasdaq Global Market,N,100
IBTL,iShares iBonds Dec 2031 Term Treasury ETF,etf,ETF,Nasdaq Global Market,N,100
IBTM,iShares iBonds Dec 2032 Term Treasury ETF,etf,ETF,Nasdaq Global Market,N,100
IBTO,iShares iBonds Dec 2033 Term Treasury ETF,etf,ETF,Nasdaq Global Market,N,100
IBTP,iShares iBonds Dec 2034 Term Treasury ETF,etf,ETF,Nasdaq Global Market,N,100
IBTQ,iShares iBonds Dec 2035 Term Treasury ETF,etf,ETF,Nasdaq Global Market,N,100
IBTR,iShares iBonds Dec 2036 Term Treasury ETF,etf,ETF,Nasdaq Global Market,N,100
ICCC,ImmuCell Corporation - Common Stock,stock,Common Stock,Nasdaq Capital Market,N,100
ICCM,IceCure Medical Ltd. - Ordinary Shares,stock,Ordinary Share,Nasdaq Capital Market,N,100
ICFI,"ICF International, Inc. - Common Stock",stock,Common Stock,Nasdaq Global Select Market,N,100
ICG,Intchains Group Limited - American Depositary Shares,stock,Depositary Share,Nasdaq Capital Market,N,100
ICHR,Ichor Holdings - Ordinary Shares,stock,Ordinary Share,Nasdaq Global Select Market,N,100
ICLN,iShares Global Clean Energy ETF,etf,ETF,Nasdaq Global Market,N,100
ICLR,ICON plc - Ordinary Shares,stock,Ordinary Share,Nasdaq Global Select Market,N,100
ICMB,"Investcorp Credit Management BDC, Inc. - Common Stock",stock,Common Stock,Nasdaq Global Select Market,N,100
ICON,Icon Energy Corp. - Common stock,stock,Common Stock,Nasdaq Capital Market,N,100
ICOP,iShares Copper and Metals Mining ETF,etf,ETF,Nasdaq Global Market,N,100
ICU,SeaStar Medical Holding Corporation - Common Stock,stock,Common Stock,Nasdaq Capital Market,N,100
ICUCW,SeaStar Medical Holding Corporation - Warrant,stock,Warrant,Nasdaq Capital Market,N,100
ICUI,"ICU Medical, Inc. - Common Stock",stock,Common Stock,Nasdaq Global Select Market,N,100
IDAC,Iron Dome Acquisition I Corp. - Class A Ordinary Shares,stock,Ordinary Share,Nasdaq Global Market,N,100
IDACU,Iron Dome Acquisition I Corp. - Units,stock,Unit,Nasdaq Global Market,N,100
IDACW,Iron Dome Acquisition I Corp. - Warrant,stock,Warrant,Nasdaq Global Market,N,100
IDAI,T Stamp Inc. - Class A Common Stock,stock,Common Stock,Nasdaq Capital Market,N,100
IDCC,"InterDigital, Inc. - Common Stock",stock,Common Stock,Nasdaq Global Select Market,N,40
IDEF,iShares Defense Industrials Active ETF,etf,ETF,Nasdaq Global Market,N,100
IDN,"Intellicheck, Inc. - Common Stock",stock,Common Stock,Nasdaq Global Market,N,100
IDVY,First Trust International Rising Dividend Achievers ETF,etf,ETF,Nasdaq Global Market,N,100
IDXX,"IDEXX Laboratories, Inc. - Common Stock",stock,Common Stock,Nasdaq Global Select Market,N,40
IDYA,"IDEAYA Biosciences, Inc. - Common Stock",stock,Common Stock,Nasdaq Global Select Market,N,100
IEAG,Infinite Eagle Acquisition Corp. - Class A Ordinary Shares,stock,Ordinary Share,Nasdaq Global Market,N,100
IEAGR,Infinite Eagle Acquisition Corp. - Rights,stock,Right,Nasdaq Global Market,N,100
IEAGU,Infinite Eagle Acquisition Corp. - Unit,stock,Unit,Nasdaq Global Market,N,100
IEF,iShares 7-10 Year Treasury Bond ETF,etf,ETF,Nasdaq Global Market,N,100
IEI,iShares 3-7 Year Treasury Bond ETF,etf,ETF,Nasdaq Global Market,N,100
IEP,Icahn Enterprises L.P. - Depositary Units representing Limited Partner Interests,stock,Unit,Nasdaq Global Select Market,N,100
IESC,"IES Holdings, Inc. - Common Stock",stock,Common Stock,Nasdaq Global Market,N,40
IEUS,iShares MSCI Europe Small-Cap ETF,etf,ETF,Nasdaq Global Market,N,100
IFBD,"Infobird Co., Ltd - Ordinary Shares",stock,Ordinary Share,Nasdaq Capital Market,N,100
IFGL,iShares International Developed Real Estate ETF,etf,ETF,Nasdaq Global Market,N,100
IFLO,VictoryShares International Free Cash Flow ETF,etf,ETF,Nasdaq Global Market,N,100
IFRX,InflaRx N.V. - Common Stock,stock,Common Stock,Nasdaq Global Select Market,N,100
IFV,First Trust Dorsey Wright International Focus 5 ETF,etf,ETF,Nasdaq Global Market,N,100
IGAC,Invest Green Acquisition Corporation - Class A Ordinary Shares,stock,Ordinary Share,Nasdaq Global Market,N,100
IGACR,Invest Green Acquisition Corporation - Rights,stock,Right,Nasdaq Global Market,N,100
IGACU,Invest Green Acquisition Corporation - Units,stock,Unit,Nasdaq Global Market,N,100
IGF,iShares Global Infrastructure ETF,etf,ETF,Nasdaq Global Market,N,100
IGIB,iShares 5-10 Year Investment Grade Corporate Bond ETF,etf,ETF,Nasdaq Global Market,N,100
IGIC,International General Insurance Holdings Ltd. - Ordinary Shares,stock,Ordinary Share,Nasdaq Capital Market,N,100
IGOV,iShares International Treasury Bond ETF,etf,ETF,Nasdaq Global Market,N,100
IGSB,iShares 1-5 Year Investment Grade Corporate Bond ETF,etf,ETF,Nasdaq Global Market,N,100
IHRT,"iHeartMedia, Inc. - Class A Common Stock",stock,Common Stock,Nasdaq Global Select Market,N,100
III,"Information Services Group, Inc. - Common Stock",stock,Common Stock,Nasdaq Global Market,N,100
IIIV,"i3 Verticals, Inc. - Common Stock",stock,Common Stock,Nasdaq Global Select Market,N,100
IJT,iShares S&P SmallCap 600 Growth ETF,etf,ETF,Nasdaq Global Market,N,100
IKT,"Inhibikase Therapeutics, Inc. - Common Stock",stock,Common Stock,Nasdaq Capital Market,N,100
ILAG,Intelligent Living Application Group Inc. - Ordinary Shares,stock,Ordinary Share,Nasdaq Capital Market,N,100
ILIT,iShares Lithium Miners and Producers ETF,etf,ETF,Nasdaq Global Market,N,100
ILLR,Triller Group Inc. - Common Stock,stock,Common Stock,Nasdaq Capital Market,N,100
ILLRW,Triller Group Inc. - Warrant,stock,Warrant,Nasdaq Capital Market,N,100
ILLU,Illumination Acquisition Corp I - Class A Ordinary Shares,stock,Ordinary Share,Nasdaq Global Market,N,100
ILLUU,Illumination Acquisition Corp I - Units,stock,Unit,Nasdaq Global Market,N,100
ILLUW,Illumination Acquisition Corp I - Warrant,stock,Warrant,Nasdaq Global Market,N,100
ILMN,"Illumina, Inc. - Common Stock",stock,Common Stock,Nasdaq Global Select Market,N,100
ILPT,Industrial Logistics Properties Trust - Common Shares of Beneficial Interest,stock,Common Stock,Nasdaq Global Select Market,N,100
IMA,"ImageneBio, Inc. - Common Stock",stock,Common Stock,Nasdaq Capital Market,N,100
IMCC,IM Cannabis Corp. - Common Shares,stock,Common Stock,Nasdaq Capital Market,D,100
IMCR,Immunocore Holdings plc - American Depositary Shares,stock,Depositary Share,Nasdaq Global Select Market,N,100
IMCV,iShares Morningstar Mid-Cap Value ETF,etf,ETF,Nasdaq Global Market,N,100
IMDX,Insight Molecular Diagnostics Inc. - Common Stock,stock,Common Stock,Nasdaq Capital Market,N,100
IMKTA,"Ingles Markets, Incorporated - Class A Common Stock",stock,Common Stock,Nasdaq Global Select Market,N,100
IMMP,Immutep Limited - American Depositary Shares,stock,Depositary Share,Nasdaq Global Market,D,100
IMMR,Immersion Corporation - Common Stock,stock,Common Stock,Nasdaq Global Select Market,N,100
IMMX,"Immix Biopharma, Inc. - Common Stock",stock,Common Stock,Nasdaq Capital Market,N,100
IMNM,"Immunome, Inc. - Common Stock",stock,Common Stock,Nasdaq Capital Market,N,100
IMNN,"Imunon, Inc. - Common Stock",stock,Common Stock,Nasdaq Capital Market,N,100
IMOM,Alpha Architect International Quantitative Momentum ETF,etf,ETF,Nasdaq Global Market,N,100
IMOS,ChipMOS TECHNOLOGIES INC. - American Depositary Shares,stock,Depositary Share,Nasdaq Global Select Market,N,100
IMPP,Imperial Petroleum Inc. - Common Shares,stock,Common Stock,Nasdaq Capital Market,N,100
IMPPP,Imperial Petroleum Inc. - 8.75% Series A Cumulative Redeemable Perpetual Preferred Shares,stock,Preferred,Nasdaq Capital Market,N,100
IMRN,Immuron Limited - American Depositary Shares,stock,Depositary Share,Nasdaq Capital Market,N,100
IMRX,Immuneering Corporation - Class A Common Stock,stock,Common Stock,Nasdaq Global Market,N,100
IMSR,Terrestrial Energy Inc. - Common Stock,stock,Common Stock,Nasdaq Global Select Market,N,100
IMSRW,Terrestrial Energy Inc. - Warrant,stock,Warrant,Nasdaq Global Select Market,N,100
IMTE,Integrated Media Technology Limited - Ordinary Shares,stock,Ordinary Share,Nasdaq Capital Market,D,100
IMTX,Immatics N.V. - Ordinary Shares,stock,Ordinary Share,Nasdaq Capital Market,N,100
IMUX,"Immunic, Inc.  - Common Stock",stock,Common Stock,Nasdaq Capital Market,N,100
IMVT,"Immunovant, Inc.  - Common Stock",stock,Common Stock,Nasdaq Global Select Market,N,100
IMXI,"International Money Express, Inc. - Common Stock",stock,Common Stock,Nasdaq Capital Market,N,100
INAB,"IN8bio, Inc. - Common Stock",stock,Common Stock,Nasdaq Capital Market,N,100
INAC,Indigo Acquisition Corp. - Ordinary Shares,stock,Ordinary Share,Nasdaq Global Market,N,100
INACR,Indigo Acquisition Corp. - Right,stock,Right,Nasdaq Global Market,N,100
INACU,Indigo Acquisition Corp. - Unit,stock,Unit,Nasdaq Global Market,N,100
INBK,First Internet Bancorp - Common Stock,stock,Common Stock,Nasdaq Global Select Market,N,100
INBKZ,First Internet Bancorp - Fixed-to-Floating Rate Subordinated Notes Due 2029,stock,Nasdaq Listed Security,Nasdaq Global Select Market,N,100
INBS,Intelligent Bio Solutions Inc.  - Common Stock,stock,Common Stock,Nasdaq Capital Market,N,100
INBX,"Inhibrx Biosciences, Inc. - Common Stock",stock,Common Stock,Nasdaq Global Select Market,N,100
INCR,Intercure Ltd. - ordinary shares,stock,Ordinary Share,Nasdaq Global Market,D,100
INCY,Incyte Corporation - Common Stock,stock,Common Stock,Nasdaq Global Select Market,N,100
IND,Xtrackers Nifty 500 India ETF,etf,ETF,Nasdaq Global Market,N,100
INDB,Independent Bank Corp. - Common Stock,stock,Common Stock,Nasdaq Global Select Market,N,100
INDH,WisdomTree India Hedged Equity Fund,etf,ETF,Nasdaq Global Market,N,100
INDI,"indie Semiconductor, Inc. - Class A Common Stock",stock,Common Stock,Nasdaq Capital Market,N,100
INDP,"Indaptus Therapeutics, Inc. - Common Stock",stock,Common Stock,Nasdaq Capital Market,N,100
INDQ,Pacer ActiveAlpha India Quality ETF,etf,ETF,Nasdaq Global Market,N,100
INDV,"Indivior Pharmaceuticals, Inc.  - Common Stock",stock,Common Stock,Nasdaq Global Select Market,N,100
INDY,iShares India 50 ETF,etf,ETF,Nasdaq Global Market,N,100
INEO,INNEOVA Holdings Limited - Class A Ordinary Shares,stock,Ordinary Share,Nasdaq Capital Market,D,100
INGN,"Inogen, Inc - Common Stock",stock,Common Stock,Nasdaq Global Select Market,N,100
INHD,Inno Holdings Inc. - Common Stock,stock,Common Stock,Nasdaq Capital Market,N,100
INIO,INNIO N.V. - Ordinary Shares,stock,Ordinary Share,Nasdaq Global Select Market,N,100
INKT,"MiNK Therapeutics, Inc. - Common Stock",stock,Common Stock,Nasdaq Capital Market,N,100
INLF,INLIF LIMITED - Class A Ordinary shares,stock,Ordinary Share,Nasdaq Capital Market,N,100
INM,InMed Pharmaceuticals Inc. - Common Shares,stock,Common Stock,Nasdaq Capital Market,N,100
INMB,INmune Bio Inc. - Common stock,stock,Common Stock,Nasdaq Capital Market,N,100
INMD,InMode Ltd.  - Ordinary Shares,stock,Ordinary Share,Nasdaq Global Select Market,N,100
INNV,InnovAge Holding Corp. - Common Stock,stock,Common Stock,Nasdaq Global Select Market,N,100
INO,"Inovio Pharmaceuticals, Inc. - Common Stock",stock,Common Stock,Nasdaq Capital Market,N,100
INOD,Innodata Inc. - Common Stock,stock,Common Stock,Nasdaq Global Market,N,100
INRO,iShares U.S. Industry Rotation Active ETF,etf,ETF,Nasdaq Global Market,N,100
INSE,"Inspired Entertainment, Inc. - Common Stock",stock,Common Stock,Nasdaq Capital Market,N,100
INSG,Inseego Corp. - Common Stock,stock,Common Stock,Nasdaq Global Select Market,N,100
INSM,Insmed Incorporated - Common Stock,stock,Common Stock,Nasdaq Global Select Market,N,100
INTA,"Intapp, Inc. - Common Stock",stock,Common Stock,Nasdaq Global Select Market,N,100
INTC,Intel Corporation - Common Stock,stock,Common Stock,Nasdaq Global Select Market,N,100
INTG,The Intergroup Corporation - Common Stock,stock,Common Stock,Nasdaq Capital Market,N,100
INTJ,Intelligent Group Limited - Class A Ordinary Shares,stock,Ordinary Share,Nasdaq Capital Market,N,100
INTR,Inter & Co. Inc. - Class A Common Shares,stock,Common Stock,Nasdaq Global Select Market,N,100
INTS,"Intensity Therapeutics, Inc. - Common Stock",stock,Common Stock,Nasdaq Capital Market,N,100
INTU,Intuit Inc. - Common Stock,stock,Common Stock,Nasdaq Global Select Market,N,40
INTW,GraniteShares 2x Long INTC Daily ETF,etf,ETF,Nasdaq Global Market,N,100
INTZ,Intrusion Inc. - Common Stock,stock,Common Stock,Nasdaq Capital Market,D,100
INV,"Innventure, Inc. - Common Stock",stock,Common Stock,Nasdaq Global Market,N,100
INVA,"Innoviva, Inc. - Common Stock",stock,Common Stock,Nasdaq Global Select Market,N,100
INVE,"Identiv, Inc. - Common Stock",stock,Common Stock,Nasdaq Capital Market,N,100
INVZ,Innoviz Technologies Ltd. - Ordinary shares,stock,Ordinary Share,Nasdaq Capital Market,D,100
IOND,Ionic Digital Inc. - Class A Common Stock,stock,Common Stock,Nasdaq Global Select Market,N,100
IONL,GraniteShares 2x Long IONQ Daily ETF,etf,ETF,Nasdaq Global Market,N,100
IONR,ioneer Ltd - American Depositary Shares,stock,Depositary Share,Nasdaq Capital Market,N,100
IONS,"Ionis Pharmaceuticals, Inc. - Common Stock",stock,Common Stock,Nasdaq Global Select Market,N,100
IONX,Defiance Daily Target 2X Long IONQ ETF,etf,ETF,Nasdaq Global Market,N,100
IONZ,Defiance Daily Target 2x Short IONQ ETF,etf,ETF,Nasdaq Global Market,N,100
IOSP,Innospec Inc. - Common Stock,stock,Common Stock,Nasdaq Global Select Market,N,100
IOTR,iOThree Limited - Ordinary Shares,stock,Ordinary Share,Nasdaq Capital Market,N,100
IOVA,"Iovance Biotherapeutics, Inc. - Common Stock",stock,Common Stock,Nasdaq Global Market,N,100
IOYY,GraniteShares YieldBOOST IONQ ETF,etf,ETF,Nasdaq Global Market,N,100
IPAR,"Interparfums, Inc. - Common Stock",stock,Common Stock,Nasdaq Global Select Market,N,100
IPCX,Inflection Point Acquisition Corp. III - Class A ordinary shares,stock,Ordinary Share,Nasdaq Global Market,N,100
IPCXR,Inflection Point Acquisition Corp. III - Rights,stock,Right,Nasdaq Global Market,N,100
IPCXU,Inflection Point Acquisition Corp. III - Units,stock,Unit,Nasdaq Global Market,N,100
IPDN,"Professional Diversity Network, Inc. - Common Stock",stock,Common Stock,Nasdaq Capital Market,D,100
IPEX,Inflection Point Acquisition Corp. - Class A Ordinary Shares,stock,Ordinary Share,Nasdaq Global Market,N,100
IPEXR,Inflection Point Acquisition Corp. - Right,stock,Right,Nasdaq Global Market,N,100
IPEXU,Inflection Point Acquisition Corp. - Unit,stock,Unit,Nasdaq Global Market,N,100
IPFX,Inflection Point Acquisition Corp. VI - Class A Ordinary Shares,stock,Ordinary Share,Nasdaq Global Market,N,100
IPFXU,Inflection Point Acquisition Corp. VI - Units,stock,Unit,Nasdaq Global Market,N,100
IPFXW,Inflection Point Acquisition Corp. VI - Warrant,stock,Warrant,Nasdaq Global Market,N,100
IPGP,IPG Photonics Corporation - Common Stock,stock,Common Stock,Nasdaq Global Select Market,N,100
IPHA,Innate Pharma S.A. - American Depositary Shares,stock,Depositary Share,Nasdaq Global Select Market,N,100
IPKW,Invesco International BuyBack Achievers ETF,etf,ETF,Nasdaq Global Market,N,100
IPM,Intelligent Protection Management Corp.  - Common Stock,stock,Common Stock,Nasdaq Capital Market,N,100
IPSC,"Century Therapeutics, Inc. - Common Stock",stock,Common Stock,Nasdaq Capital Market,N,100
IPST,"IP Strategy Holdings, Inc. - Common Stock",stock,Common Stock,Nasdaq Capital Market,N,100
IPVV,"InterPrivate Investment Partners V, Inc. - Class A Ordinary Shares",stock,Ordinary Share,Nasdaq Global Market,N,100
IPVVU,"InterPrivate Investment Partners V, Inc. - Units",stock,Unit,Nasdaq Global Market,N,100
IPVVW,"InterPrivate Investment Partners V, Inc. - Warrants",stock,Warrant,Nasdaq Global Market,N,100
IPW,iPower Inc. - Common Stock,stock,Common Stock,Nasdaq Capital Market,N,100
IPWR,Ideal Power Inc. - Common Stock,stock,Common Stock,Nasdaq Capital Market,N,100
IPX,IperionX Limited - American Depositary Share,stock,Depositary Share,Nasdaq Capital Market,N,100
IQ,"iQIYI, Inc. - American Depositary Shares",stock,Depositary Share,Nasdaq Global Select Market,N,100
IQMX,IQM Quantum Computers Oyj - American Depositary Shares,stock,Depositary Share,Nasdaq Global Select Market,N,100
IQMXW,IQM Quantum Computers Oyj - Warrants to purchase American Depositary Shares,stock,Warrant,Nasdaq Global Select Market,N,100
IQQ,iShares Nasdaq 100 ETF,etf,ETF,Nasdaq Global Market,N,100
IQQQ,ProShares Nasdaq-100 High Income ETF,etf,ETF,Nasdaq Global Market,N,100
IQST,iQSTEL Inc. - Common Stock,stock,Common Stock,Nasdaq Capital Market,N,100
IRD,"Opus Genetics, Inc. - Common Stock",stock,Common Stock,Nasdaq Capital Market,N,100
IRDM,Iridium Communications Inc - Common Stock,stock,Common Stock,Nasdaq Global Select Market,N,100
IREG,Leverage Shares 2X Long IREN Daily ETF,etf,ETF,Nasdaq Global Market,N,100
IREN,IREN Limited - Ordinary Shares,stock,Ordinary Share,Nasdaq Global Select Market,N,100
IRHO,Iron Horse Acquisitions II Corp. - Common Stock,stock,Common Stock,Nasdaq Global Market,N,100
IRHOR,Iron Horse Acquisitions II Corp. - Rights,stock,Right,Nasdaq Global Market,N,100
IRHOU,Iron Horse Acquisitions II Corp. - Units,stock,Unit,Nasdaq Global Market,N,100
IRIX,IRIDEX Corporation - Common Stock,stock,Common Stock,Nasdaq Capital Market,N,100
IRMD,iRadimed Corporation - Common Stock,stock,Common Stock,Nasdaq Global Market,N,100
IRON,"Disc Medicine, Inc. - Common Stock",stock,Common Stock,Nasdaq Global Market,N,100
IRTC,"iRhythm Holdings, Inc.  - Common Stock",stock,Common Stock,Nasdaq Global Select Market,N,100
IRWD,"Ironwood Pharmaceuticals, Inc. - Class A Common Stock",stock,Common Stock,Nasdaq Global Select Market,N,100
ISBA,Isabella Bank Corporation - Common stock,stock,Common Stock,Nasdaq Capital Market,N,100
ISHG,iShares 1-3 Year International Treasury Bond ETF,etf,ETF,Nasdaq Global Market,N,100
ISHP,First Trust S-Network E-Commerce ETF,etf,ETF,Nasdaq Global Market,N,100
ISNR,Snow Rothschild Acquisition Corp. - Class A Ordinary Shares,stock,Ordinary Share,Nasdaq Global Market,N,100
ISNRU,Snow Rothschild Acquisition Corp. - Units,stock,Unit,Nasdaq Global Market,N,100
ISNRW,Snow Rothschild Acquisition Corp. - Warrants,stock,Warrant,Nasdaq Global Market,N,100
ISPC,iSpecimen Inc. - Common Stock,stock,Common Stock,Nasdaq Capital Market,D,100
ISPR,Ispire Technology Inc. - Common Stock,stock,Common Stock,Nasdaq Capital Market,N,100
ISRG,"Intuitive Surgical, Inc. - Common Stock",stock,Common Stock,Nasdaq Global Select Market,N,40
ISSC,"Innovative Solutions and Support, Inc. - Common Stock",stock,Common Stock,Nasdaq Global Select Market,N,100
ISTB,iShares Core 1-5 Year USD Bond ETF,etf,ETF,Nasdaq Global Market,N,100
ISTM,iShares Strategic Metals ETF,etf,ETF,Nasdaq Global Market,N,100
ISTR,Investar Holding Corporation - Common Stock,stock,Common Stock,Nasdaq Global Market,N,100
ISUL,GraniteShares 2x Long ISRG Daily ETF,etf,ETF,Nasdaq Global Market,N,100
ITG,"ITG, Inc. - Class A Common Stock",stock,Common Stock,Nasdaq Global Select Market,N,100
ITHA,ITHAX Acquisition Corp III - Class A Ordinary Shares,stock,Ordinary Share,Nasdaq Global Market,N,100
ITHAU,ITHAX Acquisition Corp III - Units,stock,Unit,Nasdaq Global Market,N,100
ITHAW,ITHAX Acquisition Corp III - Warrants,stock,Warrant,Nasdaq Global Market,N,100
ITIC,Investors Title Company - Common Stock,stock,Common Stock,Nasdaq Global Select Market,N,100
ITOC,iTonic Holdings Ltd - Class A Ordinary Shares,stock,Ordinary Share,Nasdaq Capital Market,D,100
ITRI,"Itron, Inc. - Common Stock",stock,Common Stock,Nasdaq Global Select Market,N,100
ITRN,Ituran Location and Control Ltd. - Ordinary Shares,stock,Ordinary Share,Nasdaq Global Select Market,N,100
IUS,Invesco RAFI Strategic US ETF,etf,ETF,Nasdaq Global Market,N,100
IUSB,iShares Core Universal USD Bond ETF,etf,ETF,Nasdaq Global Market,N,100
IUSG,iShares Core S&P U.S. Growth ETF,etf,ETF,Nasdaq Global Market,N,100
IUSV,iShares Core S&P U.S. Value ETF,etf,ETF,Nasdaq Global Market,N,100
IVA,Inventiva S.A. - American Depository Shares,stock,Nasdaq Listed Security,Nasdaq Global Market,N,100
IVAL,Alpha Architect International Quantitative Value ETF,etf,ETF,Nasdaq Global Market,N,100
IVDA,"Iveda Solutions, Inc. - Common Stock",stock,Common Stock,Nasdaq Capital Market,D,100
IVDAW,"Iveda Solutions, Inc. - Warrant",stock,Warrant,Nasdaq Capital Market,N,100
IVF,"INVO Fertility, Inc. - Common Stock",stock,Common Stock,Nasdaq Capital Market,N,100
IVSI,Applied Finance IVS International Large ETF,etf,ETF,Nasdaq Global Market,N,100
IVSS,Applied Finance IVS US SMID ETF,etf,ETF,Nasdaq Global Market,N,100
IVSX,Applied Finance IVS International SMID ETF,etf,ETF,Nasdaq Global Market,N,100
IVVD,"Invivyd, Inc. - Common Stock",stock,Common Stock,Nasdaq Global Market,D,100
IXHL,Incannex Healthcare Inc. - Common Stock,stock,Common Stock,Nasdaq Capital Market,N,100
IXUS,iShares Core MSCI Total International Stock ETF,etf,ETF,Nasdaq Global Market,N,100
IZEA,"IZEA Worldwide, Inc. - Common Stock",stock,Common Stock,Nasdaq Capital Market,N,100
IZM,ICZOOM Group Inc. - Class A Ordinary Shares,stock,Ordinary Share,Nasdaq Capital Market,H,100
JAB,JAB Acquisition Corp I - Class A Ordinary Shares,stock,Ordinary Share,Nasdaq Global Market,N,100
JABRR,JAB Acquisition Corp I - Rights,stock,Right,Nasdaq Global Market,N,100
JABRU,JAB Acquisition Corp I - Units,stock,Unit,Nasdaq Global Market,N,100
JABRW,JAB Acquisition Corp I - Warrants,stock,Warrant,Nasdaq Global Market,N,100
JACK,Jack In The Box Inc. - Common Stock,stock,Common Stock,Nasdaq Global Select Market,N,100
JAGX,"Jaguar Health, Inc. - Common Stock",stock,Common Stock,Nasdaq Capital Market,N,100
JAKK,"JAKKS Pacific, Inc. - Common Stock",stock,Common Stock,Nasdaq Global Select Market,N,100
JANX,"Janux Therapeutics, Inc. - Common Stock",stock,Common Stock,Nasdaq Global Market,N,100
JAPN,Horizon Kinetics Japan Owner Operator ETF,etf,ETF,Nasdaq Global Market,N,100
JATT,JATT II Acquisition Corp - Ordinary Shares,stock,Ordinary Share,Nasdaq Global Market,N,100
JAZZ,Jazz Pharmaceuticals plc - Ordinary Shares,stock,Ordinary Share,Nasdaq Global Select Market,N,100
JBDI,JBDI Holdings Limited - Ordinary Shares,stock,Ordinary Share,Nasdaq Capital Market,N,100
JBHT,"J.B. Hunt Transport Services, Inc. - Common Stock",stock,Common Stock,Nasdaq Global Select Market,N,100
JBIO,"Jade Biosciences, Inc. - Common Stock",stock,Common Stock,Nasdaq Capital Market,N,100
JBLU,JetBlue Airways Corporation - Common Stock,stock,Common Stock,Nasdaq Global Select Market,N,100
JBSS,"John B. Sanfilippo & Son, Inc. - Common Stock",stock,Common Stock,Nasdaq Global Select Market,N,100
JCAP,"Jefferson Capital, Inc. - Common Stock",stock,Common Stock,Nasdaq Global Select Market,N,100
JCSE,JE Cleantech Holdings Limited - Ordinary Shares,stock,Ordinary Share,Nasdaq Capital Market,N,100
JCTC,Jewett-Cameron Trading Company - Common Shares,stock,Common Stock,Nasdaq Capital Market,N,100
JD,"JD.com, Inc. - American Depositary Shares",stock,Depositary Share,Nasdaq Global Select Market,N,100
JDOC,JPMorgan Healthcare Leaders ETF,etf,ETF,Nasdaq Global Market,N,100
JDZG,JIADE LIMITED - Class A Ordinary Shares,stock,Ordinary Share,Nasdaq Capital Market,N,100
JEM,707 Cayman Holdings Limited - Ordinary Shares,stock,Ordinary Share,Nasdaq Capital Market,N,100
JEMA,JPMorgan ActiveBuilders Emerging Markets Equity ETF,etf,ETF,Nasdaq Global Market,N,100
JEPQ,JPMorgan Nasdaq Equity Premium Income ETF,etf,ETF,Nasdaq Global Market,N,100
JF,J and Friends Holdings Limited - American Depositary Shares,stock,Depositary Share,Nasdaq Global Market,N,100
JFB,JFB Construction Holdings - Class A Common Stock,stock,Common Stock,Nasdaq Capital Market,N,100
JFIN,Jiayin Group Inc. - American Depositary Shares,stock,Depositary Share,Nasdaq Global Market,N,100
JFU,9F Inc. - American Depositary Shares,stock,Depositary Share,Nasdaq Global Market,N,100
JG,Aurora Mobile Limited - American Depositary Shares,stock,Depositary Share,Nasdaq Capital Market,N,100
JGLO,JPMorgan Global Select Equity ETF,etf,ETF,Nasdaq Global Market,N,100
JHAI,Janus Henderson Global Artificial Intelligence ETF,etf,ETF,Nasdaq Global Market,N,100
JIVE,JPMorgan International Value ETF,etf,ETF,Nasdaq Global Market,N,100
JJSF,J & J Snack Foods Corp. - Common Stock,stock,Common Stock,Nasdaq Global Select Market,N,100
JKHY,"Jack Henry & Associates, Inc. - Common Stock",stock,Common Stock,Nasdaq Global Select Market,N,100
JL,J-Long Group Limited - Class A Ordinary Shares,stock,Ordinary Share,Nasdaq Capital Market,N,100
JLHL,Julong Holding Limited - Class A Ordinary Shares,stock,Ordinary Share,Nasdaq Capital Market,N,100
JLVP,JPMorgan U.S. Large Cap Value Plus ETF,etf,ETF,Nasdaq Global Market,N,100
JMID,Janus Henderson Mid Cap Growth Alpha ETF,etf,ETF,Nasdaq Global Market,N,100
JMSB,"John Marshall Bancorp, Inc. - Common Stock",stock,Common Stock,Nasdaq Capital Market,N,100
JONEU,Jones Ventures INTL Acquisition1 Corp - Units,stock,Unit,Nasdaq Global Market,N,100
JOUT,Johnson Outdoors Inc. - Class A Common Stock,stock,Common Stock,Nasdaq Global Select Market,N,100
JOYT,JPMorgan Equity and Options Total Return ETF,etf,ETF,Nasdaq Global Market,N,100
JOYY,JOYY Inc. - American Depositary Shares,stock,Depositary Share,Nasdaq Global Select Market,N,100
JPEF,JPMorgan Equity Focus ETF,etf,ETF,Nasdaq Global Market,N,100
JPFP,JPMorgan Managed Futures Plus ETF,etf,ETF,Nasdaq Global Market,N,100
JPY,Lazard Japanese Equity ETF,etf,ETF,Nasdaq Global Market,N,100
JRSH,"Jerash Holdings (US), Inc. - Common Stock",stock,Common Stock,Nasdaq Capital Market,N,100
JRVR,"James River Group Holdings, Inc. - Common Stock",stock,Common Stock,Nasdaq Global Select Market,N,100
JSM,"Navient Corporation - 6% Senior Notes due December 15, 2043",stock,Note,Nasdaq Global Select Market,N,100
JSMD,Janus Henderson Small/Mid Cap Growth Alpha ETF,etf,ETF,Nasdaq Global Market,N,100
JSML,Janus Henderson Small Cap Growth Alpha ETF,etf,ETF,Nasdaq Global Market,N,100
JSPR,"Jasper Therapeutics, Inc. - Class A Common Stock",stock,Common Stock,Nasdaq Capital Market,D,100
