Symbol,Security Name,MIC Type,Instrument Class,Market Tier,Financial Status,Round Lot Size
DLTH,Duluth Holdings Inc. - Class B Common Stock,stock,Common Stock,Nasdaq Global Select Market,N,100
DLTR,"Dollar Tree, Inc. - Common Stock",stock,Common Stock,Nasdaq Global Select Market,N,100
DLXY,Delixy Holdings Limited - Class A Ordinary Shares,stock,Ordinary Share,Nasdaq Capital Market,D,100
DMAA,Drugs Made In America Acquisition Corp. - Ordinary Shares,stock,Ordinary Share,Nasdaq Global Market,N,100
DMAAR,Drugs Made In America Acquisition Corp. - Rights,stock,Right,Nasdaq Global Market,N,100
DMAAU,Drugs Made In America Acquisition Corp. - Units,stock,Unit,Nasdaq Global Market,N,100
DMAC,DiaMedica Therapeutics Inc. - Common Stock,stock,Common Stock,Nasdaq Capital Market,N,100
DMII,Drugs Made In America Acquisition II Corp. - Ordinary Shares,stock,Ordinary Share,Nasdaq Global Market,N,100
DMIIR,Drugs Made In America Acquisition II Corp. - Right,stock,Right,Nasdaq Global Market,N,100
DMIIU,Drugs Made In America Acquisition II Corp. - Unit,stock,Unit,Nasdaq Global Market,N,100
DMLP,"Dorchester Minerals, L.P. - Common Units Representing Limited Partnership Interests",stock,Unit,Nasdaq Global Select Market,N,100
DMRA,"Damora Therapeutics, Inc. - Ordinary Shares",stock,Ordinary Share,Nasdaq Capital Market,N,100
DMRC,Digimarc Corporation - Common Stock,stock,Common Stock,Nasdaq Global Select Market,N,100
DMXF,iShares ESG Advanced MSCI EAFE ETF,etf,ETF,Nasdaq Global Market,N,100
DNLI,Denali Therapeutics Inc. - Common Stock,stock,Common Stock,Nasdaq Global Select Market,N,100
DNMX,Dynamix Corporation III - Class A Ordinary Shares,stock,Ordinary Share,Nasdaq Global Market,N,100
DNMXU,Dynamix Corporation III - Unit,stock,Unit,Nasdaq Global Market,N,100
DNMXW,Dynamix Corporation III - Warrants,stock,Warrant,Nasdaq Global Market,N,100
DNTH,"Dianthus Therapeutics, Inc. - Common Stock",stock,Common Stock,Nasdaq Capital Market,N,100
DNUT,"Krispy Kreme, Inc. - Common Stock",stock,Common Stock,Nasdaq Global Select Market,N,100
DOCU,"DocuSign, Inc. - Common Stock",stock,Common Stock,Nasdaq Global Select Market,N,100
DOGZ,Dogness (International) Corporation - Class A Common Stock,stock,Common Stock,Nasdaq Capital Market,N,100
DOMH,Dominari Holdings Inc. - Common Stock,stock,Common Stock,Nasdaq Capital Market,N,100
DOMO,"Domo, Inc. - Class B Common Stock",stock,Common Stock,Nasdaq Global Market,N,100
DOO,BRP Inc. - Common Subordinate Voting Shares,stock,Nasdaq Listed Security,Nasdaq Global Select Market,N,100
DORM,"Dorman Products, Inc. - Common Stock",stock,Common Stock,Nasdaq Global Select Market,N,100
DOX,Amdocs Limited - Ordinary Shares,stock,Ordinary Share,Nasdaq Global Select Market,N,100
DOYU,DouYu International Holdings Limited - American Depositary Shares,stock,Depositary Share,Nasdaq Global Select Market,N,100
DPRO,Draganfly Inc. - Common Shares,stock,Common Stock,Nasdaq Capital Market,N,100
DPU,Top KingWin Ltd - Class A Ordinary Shares,stock,Ordinary Share,Nasdaq Capital Market,N,100
DPZ,Domino's Pizza Inc - Common Stock,stock,Common Stock,Nasdaq Global Select Market,N,40
DRCT,"Direct Digital Holdings, Inc. - Class A Common Stock",stock,Common Stock,Nasdaq Capital Market,D,100
DRDB,Roman DBDR Acquisition Corp. II - Ordinary shares,stock,Ordinary Share,Nasdaq Global Market,N,100
DRDBU,Roman DBDR Acquisition Corp. II - Unit,stock,Unit,Nasdaq Global Market,N,100
DRDBW,Roman DBDR Acquisition Corp. II - Warrants,stock,Warrant,Nasdaq Global Market,N,100
DRH,Diamondrock Hospitality Company - Common Stock,stock,Common Stock,Nasdaq Global Select Market,N,100
DRIO,DarioHealth Corp. - Common Stock,stock,Common Stock,Nasdaq Capital Market,N,100
DRIV,Global X Autonomous & Electric Vehicles ETF,etf,ETF,Nasdaq Global Market,N,100
DRMA,"Dermata Therapeutics, Inc. - Common Stock",stock,Common Stock,Nasdaq Capital Market,N,100
DRMAW,"Dermata Therapeutics, Inc. - Warrant",stock,Warrant,Nasdaq Capital Market,N,100
DRNZ,REX Drone ETF,etf,ETF,Nasdaq Global Market,N,100
DRS,"Leonardo DRS, Inc. - Common Stock",stock,Common Stock,Nasdaq Global Select Market,N,100
DRTS,Alpha Tau Medical Ltd. - Ordinary Shares,stock,Ordinary Share,Nasdaq Capital Market,N,100
DRTSW,Alpha Tau Medical Ltd. - Warrant,stock,Warrant,Nasdaq Capital Market,N,100
DRUG,Bright Minds Biosciences Inc. - common stock,stock,Common Stock,Nasdaq Capital Market,N,100
DRVN,Driven Brands Holdings Inc. - Common Stock,stock,Common Stock,Nasdaq Global Select Market,N,100
DSAC,Daedalus Special Acquisition Corp. - Class A Ordinary Shares,stock,Ordinary Share,Nasdaq Global Market,N,100
DSACU,Daedalus Special Acquisition Corp. - Unit,stock,Unit,Nasdaq Global Market,N,100
DSACW,Daedalus Special Acquisition Corp. - Warrant,stock,Warrant,Nasdaq Global Market,N,100
DSC,DSC Holdings Ltd. - American Depositary Shares,stock,Depositary Share,Nasdaq Global Market,N,100
DSGN,"Design Therapeutics, Inc. - Common Stock",stock,Common Stock,Nasdaq Global Select Market,N,100
DSGR,"Distribution Solutions Group, Inc. - Common Stock",stock,Common Stock,Nasdaq Global Select Market,N,100
DSGX,The Descartes Systems Group Inc. - Common Stock,stock,Common Stock,Nasdaq Global Select Market,N,100
DSP,Viant Technology Inc. - common stock,stock,Common Stock,Nasdaq Global Select Market,N,100
DSWL,"Deswell Industries, Inc. - Common Shares",stock,Common Stock,Nasdaq Global Market,N,100
DSY,Big Tree Cloud Holdings Limited - Class A Ordinary Shares,stock,Ordinary Share,Nasdaq Capital Market,N,100
DSYWW,Big Tree Cloud Holdings Limited - Warrants,stock,Warrant,Nasdaq Capital Market,N,100
DTCR,Global X Data Center & Digital Infrastructure ETF,etf,ETF,Nasdaq Global Market,N,100
DTCX,"Datacentrex, Inc. - Common Stock",stock,Common Stock,Nasdaq Capital Market,N,100
DTI,Drilling Tools International Corporation  - Common Stock,stock,Common Stock,Nasdaq Capital Market,N,100
DTIL,"Precision BioSciences, Inc. - Common Stock",stock,Common Stock,Nasdaq Capital Market,N,100
DTSQ,DT Cloud Star Acquisition Corporation - Ordinary Shares,stock,Ordinary Share,Nasdaq Capital Market,N,100
DTSQR,DT Cloud Star Acquisition Corporation - Right,stock,Right,Nasdaq Capital Market,N,100
DTSQU,DT Cloud Star Acquisition Corporation - Units,stock,Unit,Nasdaq Capital Market,N,100
DTSS,Datasea Intelligent Technology Ltd. - Class A Ordinary Shares,stock,Ordinary Share,Nasdaq Capital Market,D,100
DTST,Data Storage Corporation - Common Stock,stock,Common Stock,Nasdaq Capital Market,N,100
DUKH,Ocean Park High Income ETF,etf,ETF,Nasdaq Global Market,N,100
DUKR,DUKE Robotics Corp. - Common Stock,stock,Common Stock,Nasdaq Capital Market,N,100
DUKRW,DUKE Robotics Corp. - Warrant,stock,Warrant,Nasdaq Capital Market,N,100
DUKX,Ocean Park International ETF,etf,ETF,Nasdaq Global Market,N,100
DUO,Fangdd Network Group Ltd. - Class A Ordinary Shares,stock,Ordinary Share,Nasdaq Capital Market,D,100
DUOG,Leverage Shares 2X Long DUOL Daily ETF,etf,ETF,Nasdaq Global Market,N,100
DUOL,"Duolingo, Inc. - Class A Common Stock",stock,Common Stock,Nasdaq Global Select Market,N,100
DUOT,"Duos Technologies Group, Inc. - Common Stock",stock,Common Stock,Nasdaq Capital Market,N,100
DUSG,U.S. Small Cap Growth Portfolio: ETF Class Shares,etf,ETF,Nasdaq Global Market,N,100
DVAL,BrandywineGLOBAL-Dynamic US Large Cap Value ETF,etf,ETF,Nasdaq Global Market,N,100
DVGR,DAC 3D Dividend Growth ETF,etf,ETF,Nasdaq Global Market,N,100
DVIN,WEBs Industrials XLI Defined Volatility ETF,etf,ETF,Nasdaq Global Market,N,100
DVLT,Datavault AI Inc. - Common Stock,stock,Common Stock,Nasdaq Capital Market,D,100
DVLU,First Trust Dorsey Wright Momentum & Value ETF,etf,ETF,Nasdaq Global Market,N,100
DVOL,First Trust Dorsey Wright Momentum & Low Volatility ETF,etf,ETF,Nasdaq Global Market,N,100
DVQQ,WEBs QQQ Defined Volatility ETF,etf,ETF,Nasdaq Global Market,N,100
DVRE,WEBs Real Estate XLRE Defined Volatility ETF,etf,ETF,Nasdaq Global Market,N,100
DVSP,WEBs SPY Defined Volatility ETF,etf,ETF,Nasdaq Global Market,N,100
DVUT,WEBs Utilities XLU Defined Volatility ETF,etf,ETF,Nasdaq Global Market,N,100
DVXB,WEBs Materials XLB Defined Volatility ETF,etf,ETF,Nasdaq Global Market,N,100
DVXC,WEBs Communication Services XLC Defined Volatility ETF,etf,ETF,Nasdaq Global Market,N,100
DVXE,WEBs Energy XLE Defined Volatility ETF,etf,ETF,Nasdaq Global Market,N,100
DVXF,WEBs Financial XLF Defined Volatility ETF,etf,ETF,Nasdaq Global Market,N,100
DVXK,WEBs Technology XLK Defined Volatility ETF,etf,ETF,Nasdaq Global Market,N,100
DVXP,WEBs Consumer Staples XLP Defined Volatility ETF,etf,ETF,Nasdaq Global Market,N,100
DVXV,WEBs Health Care XLV Defined Volatility ETF,etf,ETF,Nasdaq Global Market,N,100
DVXY,WEBs Consumer Discretionary XLY Defined Volatility ETF,etf,ETF,Nasdaq Global Market,N,100
DVY,iShares Select Dividend ETF,etf,ETF,Nasdaq Global Market,N,100
DWAS,Invesco Dorsey Wright SmallCap Momentum ETF,etf,ETF,Nasdaq Global Market,N,100
DWAW,AdvisorShares Dorsey Wright FSM All Cap World ETF,etf,ETF,Nasdaq Global Market,N,100
DWSH,AdvisorShares Dorsey Wright Short ETF,etf,ETF,Nasdaq Global Market,N,100
DWSN,Dawson Geophysical Company - Common Stock,stock,Common Stock,Nasdaq Global Select Market,N,100
DWTX,"Dogwood Therapeutics, Inc.  - Common Stock",stock,Common Stock,Nasdaq Capital Market,N,100
DWUS,AdvisorShares Dorsey Wright FSM US Core ETF,etf,ETF,Nasdaq Global Market,N,100
DXCM,"DexCom, Inc. - Common Stock",stock,Common Stock,Nasdaq Global Select Market,N,100
DXLG,"Destination XL Group, Inc. - Common Stock",stock,Common Stock,Nasdaq Global Market,D,100
DXPE,"DXP Enterprises, Inc. - Common Stock",stock,Common Stock,Nasdaq Global Select Market,N,100
DXR,Daxor Corporation - Closed End Fund,stock,Closed-End Fund,Nasdaq Capital Market,N,100
DXST,Decent Holding Inc. - Class A Ordinary Shares,stock,Ordinary Share,Nasdaq Capital Market,N,100
DYAI,"Dyadic International, Inc. - Common Stock",stock,Common Stock,Nasdaq Capital Market,N,100
DYFI,IDX Dynamic Fixed Income ETF,etf,ETF,Nasdaq Global Market,N,100
DYN,"Dyne Therapeutics, Inc. - Common Stock",stock,Common Stock,Nasdaq Global Select Market,N,100
DYNB,Hartford Dynamic Bond ETF,etf,ETF,Nasdaq Global Market,N,100
DYNC,Dynamix Corporation - Class A Ordinary Share,stock,Ordinary Share,Nasdaq Global Market,N,100
DYNCU,Dynamix Corporation - Unit,stock,Unit,Nasdaq Global Market,N,100
DYNCW,Dynamix Corporation - Warrant,stock,Warrant,Nasdaq Global Market,N,100
DYOR,Insight Digital Partners II - Class A Ordinary Shares,stock,Ordinary Share,Nasdaq Global Market,N,100
DYORU,Insight Digital Partners II - Units,stock,Unit,Nasdaq Global Market,N,100
DYORW,Insight Digital Partners II - Warrants,stock,Warrant,Nasdaq Global Market,N,100
DYTA,SGI Dynamic Tactical ETF,etf,ETF,Nasdaq Global Market,N,100
EART,Global X Rare Earth & Critical Materials ETF,etf,ETF,Nasdaq Global Market,N,100
EASY,Liberty One Defensive Dividend Growth ETF,etf,ETF,Nasdaq Global Market,N,100
EBAY,eBay Inc. - Common Stock,stock,Common Stock,Nasdaq Global Select Market,N,100
EBC,"Eastern Bankshares, Inc. - Common Stock",stock,Common Stock,Nasdaq Global Select Market,N,100
EBI,Longview Advantage ETF,etf,ETF,Nasdaq Global Market,N,100
EBIZ,Global X E-commerce ETF,etf,ETF,Nasdaq Global Market,N,100
EBMT,"Eagle Bancorp Montana, Inc. - Common Stock",stock,Common Stock,Nasdaq Global Market,N,100
EBON,Ebang International Holdings Inc. - Class A Ordinary Shares,stock,Ordinary Share,Nasdaq Global Select Market,N,100
ECBK,"ECB Bancorp, Inc. - Common Stock",stock,Common Stock,Nasdaq Capital Market,N,100
ECHO,EchoStar Corporation - Common stock,stock,Common Stock,Nasdaq Global Select Market,N,100
ECHX,Leverage Shares 2X Long ECHO Daily ETF,etf,ETF,Nasdaq Global Market,N,100
ECOR,"electroCore, Inc. - Common Stock",stock,Common Stock,Nasdaq Capital Market,N,100
ECOW,Pacer Emerging Markets Cash Cows 100 ETF,etf,ETF,Nasdaq Global Market,N,100
ECPG,Encore Capital Group Inc - Common Stock,stock,Common Stock,Nasdaq Global Select Market,N,100
ECX,ECARX Holdings Inc. - Class A Ordinary shares,stock,Ordinary Share,Nasdaq Global Market,N,100
ECXWW,ECARX Holdings Inc. - Warrants,stock,Warrant,Nasdaq Capital Market,N,100
EDBL,Edible Garden AG Incorporated - Common Stock,stock,Common Stock,Nasdaq Capital Market,D,100
EDBLW,Edible Garden AG Incorporated - Warrant,stock,Warrant,Nasdaq Capital Market,N,100
EDHL,Everbright Digital Holding Limited - Ordinary Shares,stock,Ordinary Share,Nasdaq Capital Market,N,100
EDIT,"Editas Medicine, Inc. - Common Stock",stock,Common Stock,Nasdaq Global Select Market,N,100
EDRY,EuroDry Ltd. - Common Shares,stock,Common Stock,Nasdaq Capital Market,N,100
EDSA,"Edesa Biotech, Inc. - Common Shares",stock,Common Stock,Nasdaq Capital Market,N,100
EDTK,Skillful Craftsman Education Technology Limited - Ordinary Share,stock,Ordinary Share,Nasdaq Capital Market,N,100
EDUC,Educational Development Corporation - Common Stock,stock,Common Stock,Nasdaq Global Market,N,100
EEE,CYBER HORNET S&P 500 and Ethereum 75/25 Strategy ETF,etf,ETF,Nasdaq Global Market,N,100
EEFT,"Euronet Worldwide, Inc. - Common Stock",stock,Common Stock,Nasdaq Global Select Market,N,100
EEIQ,EpicQuest Education Group International Limited - Common Stock,stock,Common Stock,Nasdaq Capital Market,N,100
EEMA,iShares MSCI Emerging Markets Asia ETF,etf,ETF,Nasdaq Global Market,N,100
EFAS,Global X MSCI SuperDividend EAFE ETF,etf,ETF,Nasdaq Global Market,N,100
EFOI,"Energy Focus, Inc. - Common Stock",stock,Common Stock,Nasdaq Capital Market,N,100
EFRA,iShares Environmental Infrastructure and Industrials ETF,etf,ETF,Nasdaq Global Market,N,100
EFSC,Enterprise Financial Services Corporation - Common Stock,stock,Common Stock,Nasdaq Global Select Market,N,100
EFSCP,"Enterprise Financial Services Corporation - Depositary Shares Each Representing a 1/40th Interest in a Share of 5% Fixed Rate Non-Cumulative Perpetual Preferred Stock, Series A",stock,Preferred,Nasdaq Global Select Market,N,100
EFSI,Eagle Financial Services Inc - Common Stock,stock,Common Stock,Nasdaq Capital Market,N,100
EFTY,"Etoiles Capital Group Co., Ltd. - Class A Ordinary Shares",stock,Ordinary Share,Nasdaq Capital Market,N,100
EGAN,eGain Corporation - Common Stock,stock,Common Stock,Nasdaq Capital Market,N,100
EGBN,"Eagle Bancorp, Inc. - Common Stock",stock,Common Stock,Nasdaq Capital Market,N,100
EGGQ,NestYield Visionary ETF,etf,ETF,Nasdaq Global Market,N,100
EGHA,EGH Acquisition Corp. - Class A ordinary shares,stock,Ordinary Share,Nasdaq Global Market,N,100
EGHAR,EGH Acquisition Corp. - rights,stock,Right,Nasdaq Global Market,N,100
EGHAU,EGH Acquisition Corp. - Unit,stock,Unit,Nasdaq Global Market,N,100
EGHT,8x8 Inc - Common stock,stock,Common Stock,Nasdaq Global Select Market,N,100
EH,EHang Holdings Limited - ADS,stock,Nasdaq Listed Security,Nasdaq Global Market,N,100
EHGO,Eshallgo Inc. - Class A Ordinary Shares,stock,Ordinary Share,Nasdaq Capital Market,N,100
EHLD,Euroholdings Ltd. - Common Stock,stock,Common Stock,Nasdaq Capital Market,N,100
EHLS,Even Herd Long Short ETF,etf,ETF,Nasdaq Global Market,N,100
EHTH,"eHealth, Inc. - Common Stock",stock,Common Stock,Nasdaq Global Select Market,N,100
EIKN,"Eikon Therapeutics, Inc. - Common Stock",stock,Common Stock,Nasdaq Global Select Market,N,100
EJH,E-Home Household Service Holdings Limited - Ordinary shares,stock,Ordinary Share,Nasdaq Capital Market,D,100
EKG,First Trust Nasdaq Lux Digital Health Solutions ETF,etf,ETF,Nasdaq Global Market,N,100
ELAB,PMGC Holdings Inc. - Common Stock,stock,Common Stock,Nasdaq Capital Market,N,100
ELBM,Electra Battery Materials Corporation - Common Stock,stock,Common Stock,Nasdaq Capital Market,D,100
ELDN,"Eledon Pharmaceuticals, Inc. - Common Stock",stock,Common Stock,Nasdaq Capital Market,N,100
ELE,Elemental Royalty Corporation - Common Stock,stock,Common Stock,Nasdaq Capital Market,N,100
ELFY,ALPS Electrification Infrastructure ETF,etf,ETF,Nasdaq Global Market,N,100
ELIL,Direxion Daily LLY Bull 2X ETF,etf,ETF,Nasdaq Global Market,N,100
ELMT,The Elmet Group Co. - Common Stock,stock,Common Stock,Nasdaq Capital Market,N,100
ELOG,Eastern International Ltd. - Ordinary Shares,stock,Ordinary Share,Nasdaq Capital Market,N,100
ELOL,Leverage Shares 100% TSLA AND 100% SPCX Daily ETF,etf,ETF,Nasdaq Global Market,N,100
ELOX,"Eloxx Pharmaceuticals, Inc. - Common Stock",stock,Common Stock,Nasdaq Capital Market,N,100
ELPW,Elong Power Holding Limited - Class A Ordinary Shares,stock,Ordinary Share,Nasdaq Capital Market,N,100
ELTK,Eltek Ltd. - Ordinary Shares,stock,Ordinary Share,Nasdaq Capital Market,N,100
ELTX,"Elicio Therapeutics, Inc. - Common Stock",stock,Common Stock,Nasdaq Capital Market,N,100
ELUT,"Elutia, Inc. - Class A Common Stock",stock,Common Stock,Nasdaq Capital Market,N,100
ELVA,Electrovaya Inc. - Common Shares,stock,Common Stock,Nasdaq Capital Market,N,100
ELVN,"Enliven Therapeutics, Inc.  - Common Stock",stock,Common Stock,Nasdaq Global Select Market,N,100
ELVR,Elevra Lithium Limited - American Depository Shares,stock,Nasdaq Listed Security,Nasdaq Capital Market,N,100
ELWT,"Elauwit Connection, Inc. - Common Stock",stock,Common Stock,Nasdaq Capital Market,N,100
EMAT,Evolution Metals & Technologies Corp. - Common Stock,stock,Common Stock,Nasdaq Global Market,N,100
EMB,iShares J.P. Morgan USD Emerging Markets Bond ETF,etf,ETF,Nasdaq Global Market,N,100
EMBC,Embecta Corp. - Common Stock,stock,Common Stock,Nasdaq Global Select Market,N,100
EMCB,WisdomTree Emerging Markets Corporate Bond Fund,etf,ETF,Nasdaq Global Market,N,100
EMEM,Sophus Capital Emerging Market ETF,etf,ETF,Nasdaq Global Market,N,100
EMEQ,Nomura Focused Emerging Markets Equity ETF,etf,ETF,Nasdaq Global Market,N,100
EMIF,iShares Emerging Markets Infrastructure ETF,etf,ETF,Nasdaq Global Market,N,100
EMIS,Emmis Acquisition Corp. - Class A Ordinary Share,stock,Ordinary Share,Nasdaq Global Market,N,100
EMISR,Emmis Acquisition Corp. - Rights,stock,Right,Nasdaq Global Market,N,100
EML,Eastern Company (The) - Common Stock,stock,Common Stock,Nasdaq Global Market,N,100
EMPD,Empery Digital Inc. - Common stock,stock,Common Stock,Nasdaq Global Select Market,N,100
EMSC,Sophus Capital Emerging Market Small Cap ETF,etf,ETF,Nasdaq Global Market,N,100
EMXC,iShares MSCI Emerging Markets ex China ETF,etf,ETF,Nasdaq Global Market,N,100
EMXF,iShares ESG Advanced MSCI EM ETF,etf,ETF,Nasdaq Global Market,N,100
ENDW,Cambria Endowment Style ETF,etf,ETF,Nasdaq Global Market,N,100
ENGN,enGene Therapeutics Inc. - Common Stock,stock,Common Stock,Nasdaq Capital Market,N,100
ENGNW,enGene Therapeutics Inc. - Warrants,stock,Warrant,Nasdaq Capital Market,N,100
ENGS,Energys Group Limited - Ordinary Shares,stock,Ordinary Share,Nasdaq Capital Market,N,100
ENHI,iShares Enhanced International Active ETF,etf,ETF,Nasdaq Global Market,N,100
ENHU,iShares Enhanced Large Cap Core Active ETF,etf,ETF,Nasdaq Global Market,N,100
ENLT,Enlight Renewable Energy Ltd. - Ordinary Shares,stock,Ordinary Share,Nasdaq Global Select Market,N,100
ENLV,Enlivex Ltd. - Ordinary Shares,stock,Ordinary Share,Nasdaq Capital Market,N,100
ENPH,"Enphase Energy, Inc. - Common Stock",stock,Common Stock,Nasdaq Global Market,N,100
ENRD,Einride AB - American Depositary Shares,stock,Depositary Share,Nasdaq Global Market,N,100
